Edad,Nivel_Educativo,Experiencia_Anios,Industria,Ubicación,Género,Horas_Semanales,Sueldo_Anual
56,Licenciatura,34,Manufactura,Asia,Femenino,60,91450.4
26,Bachillerato,2,Finanzas,Latinoamérica,Masculino,48,29596.92
42,Licenciatura,18,Finanzas,EE.UU.,Otro,51,149939.51
64,Licenciatura,40,Manufactura,Europa,Masculino,51,133400.12
38,Doctorado,17,Retail,Asia,Masculino,58,64072.24
48,Bachillerato,26,Manufactura,Europa,Masculino,43,98360.03
45,Licenciatura,21,Salud,EE.UU.,Masculino,40,139609.47
26,Máster,4,Salud,Europa,Masculino,58,89935.15
48,Licenciatura,29,Retail,Europa,Otro,49,85792.39
30,Bachillerato,5,Finanzas,Asia,Femenino,39,49853.04
35,Doctorado,12,Finanzas,Asia,Masculino,60,110589.52
32,Máster,8,Retail,Europa,Femenino,44,62478.53
30,Doctorado,7,Manufactura,Asia,Masculino,32,60591.38
36,Licenciatura,18,Retail,Latinoamérica,Masculino,34,33900.48
64,Licenciatura,41,Retail,Latinoamérica,Otro,38,49239.37
60,Licenciatura,42,Manufactura,Latinoamérica,Femenino,50,63006.95
63,Licenciatura,38,Manufactura,EE.UU.,Femenino,50,161986.52
26,Licenciatura,1,Retail,Asia,Otro,50,33663.43
25,Licenciatura,2,Finanzas,Latinoamérica,Otro,58,39785.25
27,Doctorado,7,Salud,Latinoamérica,Otro,39,65416.93
59,Licenciatura,39,Manufactura,Europa,Otro,32,122179.05
39,Licenciatura,15,Salud,EE.UU.,Femenino,41,127115.73
41,Bachillerato,17,Manufactura,Asia,Masculino,30,56390.41
24,Bachillerato,0,Tecnología,Asia,Otro,39,31131.58
32,Licenciatura,8,Retail,EE.UU.,Femenino,36,60210.57
28,Licenciatura,8,Tecnología,Asia,Masculino,34,55503.52
35,Licenciatura,13,Retail,Latinoamérica,Otro,56,32545.16
63,Licenciatura,43,Manufactura,Europa,Masculino,39,146059.68
37,Licenciatura,17,Educación,Latinoamérica,Femenino,31,38744.88
46,Máster,21,Manufactura,Latinoamérica,Masculino,33,55609.63
46,Licenciatura,23,Salud,Asia,Femenino,52,83220.12
46,Bachillerato,24,Tecnología,Europa,Masculino,35,122392.09
33,Licenciatura,11,Manufactura,Latinoamérica,Masculino,46,38314.5
61,Licenciatura,37,Retail,EE.UU.,Otro,30,130109.07
55,Bachillerato,37,Tecnología,EE.UU.,Femenino,39,153122.81
42,Licenciatura,18,Salud,Latinoamérica,Otro,53,62325.67
61,Bachillerato,36,Retail,Europa,Otro,54,79606.97
38,Máster,20,Finanzas,Asia,Masculino,56,105244.4
65,Licenciatura,41,Manufactura,EE.UU.,Femenino,49,145552.5
27,Bachillerato,9,Educación,Europa,Otro,31,48908.77
36,Máster,16,Finanzas,EE.UU.,Masculino,55,174901.24
46,Licenciatura,24,Finanzas,Latinoamérica,Masculino,55,81076.64
26,Licenciatura,5,Tecnología,Latinoamérica,Masculino,32,46190.9
60,Bachillerato,40,Tecnología,Latinoamérica,Masculino,56,80300.68
43,Máster,23,Educación,Asia,Femenino,47,60482.44
31,Licenciatura,12,Educación,Latinoamérica,Femenino,34,36046.49
35,Licenciatura,17,Tecnología,Asia,Masculino,47,77866.62
38,Licenciatura,16,Finanzas,Latinoamérica,Femenino,54,55337.86
28,Licenciatura,5,Manufactura,Latinoamérica,Femenino,35,31795.31
47,Máster,23,Manufactura,EE.UU.,Masculino,32,125141.88
56,Licenciatura,36,Manufactura,Asia,Otro,39,93341.27
65,Licenciatura,42,Educación,EE.UU.,Otro,43,145117.25
28,Doctorado,3,Retail,Europa,Femenino,49,71905.37
60,Licenciatura,38,Finanzas,EE.UU.,Femenino,32,181832.43
37,Licenciatura,12,Salud,EE.UU.,Otro,59,113966.9
42,Máster,18,Manufactura,Asia,Masculino,48,73640.13
35,Licenciatura,11,Retail,Latinoamérica,Femenino,53,35895.6
51,Doctorado,29,Finanzas,Europa,Masculino,35,202073.34
64,Máster,42,Tecnología,Latinoamérica,Femenino,43,89678.75
62,Máster,41,Salud,Asia,Femenino,39,135174.12
37,Licenciatura,16,Retail,Europa,Otro,49,71323.96
30,Bachillerato,7,Educación,Latinoamérica,Femenino,57,26794.72
37,Licenciatura,19,Finanzas,EE.UU.,Femenino,55,139293.84
25,Licenciatura,5,Retail,Asia,Masculino,58,31613.02
26,Máster,6,Tecnología,EE.UU.,Masculino,50,127601.56
29,Bachillerato,6,Salud,Asia,Masculino,47,38929.65
34,Licenciatura,12,Salud,EE.UU.,Femenino,33,104900.44
49,Doctorado,29,Educación,Latinoamérica,Otro,45,59676.89
39,Bachillerato,19,Tecnología,Asia,Masculino,59,64483.97
55,Licenciatura,30,Salud,Asia,Otro,57,101495.82
51,Licenciatura,27,Salud,Latinoamérica,Otro,40,69371.81
42,Licenciatura,19,Finanzas,Europa,Femenino,60,123106.23
46,Doctorado,21,Salud,Europa,Femenino,47,137025.64
62,Máster,39,Educación,Europa,Otro,34,143934.5
55,Bachillerato,34,Tecnología,Asia,Masculino,49,103252.22
35,Licenciatura,14,Retail,EE.UU.,Otro,50,68629.6
49,Bachillerato,26,Manufactura,Latinoamérica,Masculino,41,52934.53
22,Máster,0,Salud,Asia,Otro,58,46090.73
49,Bachillerato,28,Finanzas,EE.UU.,Femenino,31,160854.33
33,Doctorado,13,Tecnología,Latinoamérica,Masculino,34,78029.6
38,Máster,18,Salud,Asia,Otro,30,86625.82
25,Bachillerato,1,Finanzas,Latinoamérica,Femenino,54,31384.59
40,Bachillerato,22,Finanzas,EE.UU.,Masculino,37,132391.25
46,Máster,21,Tecnología,Latinoamérica,Femenino,53,71301.33
54,Licenciatura,31,Tecnología,Europa,Femenino,46,144833.31
26,Licenciatura,5,Retail,EE.UU.,Otro,34,60095.45
64,Licenciatura,46,Salud,Asia,Otro,33,108538.47
46,Máster,28,Educación,Europa,Masculino,55,113098.19
61,Bachillerato,39,Tecnología,Europa,Otro,52,161830.8
53,Bachillerato,35,Educación,Europa,Masculino,38,92867.37
43,Máster,23,Tecnología,Asia,Femenino,56,108378.73
41,Licenciatura,20,Educación,Europa,Masculino,37,91055.95
45,Licenciatura,22,Tecnología,Asia,Masculino,36,80223.43
63,Licenciatura,45,Salud,Latinoamérica,Masculino,59,84879.02
44,Licenciatura,26,Tecnología,EE.UU.,Femenino,45,171034.06
59,Doctorado,41,Tecnología,Asia,Masculino,58,132987.95
22,Máster,4,Finanzas,Latinoamérica,Masculino,53,60408.25
24,Licenciatura,2,Tecnología,EE.UU.,Femenino,34,84846.4
60,Licenciatura,35,Tecnología,Latinoamérica,Masculino,60,80247.48
56,Bachillerato,34,Educación,EE.UU.,Otro,40,115516.36
41,Doctorado,18,Educación,Asia,Femenino,39,74173.57
32,Licenciatura,9,Salud,EE.UU.,Femenino,44,82283.3
52,Licenciatura,28,Manufactura,EE.UU.,Femenino,53,130794.19
28,Licenciatura,7,Manufactura,Asia,Otro,46,51033.97
22,Bachillerato,0,Salud,Europa,Otro,33,43889.19
28,Licenciatura,4,Tecnología,Asia,Masculino,39,58239.78
45,Licenciatura,23,Tecnología,Europa,Femenino,55,128163.62
44,Máster,25,Salud,EE.UU.,Otro,43,147798.08
58,Doctorado,34,Tecnología,Asia,Masculino,56,147847.84
30,Licenciatura,5,Manufactura,Europa,Otro,54,64114.76
61,Licenciatura,39,Salud,EE.UU.,Otro,57,194530.12
45,Licenciatura,25,Educación,Latinoamérica,Femenino,39,44973.98
37,Bachillerato,18,Manufactura,Europa,Femenino,53,80699.52
56,Licenciatura,37,Tecnología,Europa,Masculino,39,171104.48
47,Licenciatura,29,Retail,Asia,Otro,44,61612.25
34,Máster,9,Retail,Asia,Masculino,45,39462.87
35,Licenciatura,15,Finanzas,Asia,Masculino,52,82997.05
61,Bachillerato,42,Salud,Latinoamérica,Femenino,59,78846.49
35,Licenciatura,17,Tecnología,EE.UU.,Otro,33,146186.5
64,Máster,40,Tecnología,Asia,Otro,50,137431.35
24,Bachillerato,0,Manufactura,Europa,Otro,34,38254.3
39,Máster,19,Educación,Asia,Femenino,30,59888.64
28,Bachillerato,7,Educación,Latinoamérica,Masculino,39,22315.34
45,Máster,20,Finanzas,Europa,Otro,41,130741.26
48,Licenciatura,30,Educación,Asia,Otro,42,68453.91
30,Bachillerato,11,Tecnología,Asia,Otro,58,57744.4
47,Licenciatura,29,Retail,Europa,Masculino,38,99167.64
60,Máster,41,Retail,EE.UU.,Otro,53,148392.18
31,Bachillerato,6,Finanzas,EE.UU.,Otro,44,86957.44
46,Licenciatura,22,Retail,EE.UU.,Masculino,39,92696.78
31,Licenciatura,12,Retail,Asia,Masculino,56,37842.64
58,Doctorado,35,Educación,Latinoamérica,Masculino,53,72567.31
65,Licenciatura,47,Manufactura,EE.UU.,Femenino,50,146820.56
63,Licenciatura,42,Salud,Latinoamérica,Femenino,59,86399.61
49,Doctorado,29,Salud,Latinoamérica,Otro,34,84783.73
47,Bachillerato,26,Salud,Latinoamérica,Otro,48,57963.83
59,Máster,36,Manufactura,Europa,Femenino,47,150052.85
41,Bachillerato,22,Salud,Europa,Otro,53,101717.63
46,Licenciatura,23,Tecnología,Asia,Femenino,54,80123.37
24,Licenciatura,6,Salud,Latinoamérica,Femenino,58,46219.79
30,Bachillerato,11,Tecnología,Latinoamérica,Otro,43,40080.2
51,Bachillerato,29,Finanzas,Europa,Masculino,60,114835.86
59,Bachillerato,36,Tecnología,EE.UU.,Otro,59,171273.97
33,Licenciatura,14,Salud,EE.UU.,Masculino,40,108193.26
60,Licenciatura,35,Manufactura,EE.UU.,Femenino,36,131616.07
35,Licenciatura,12,Tecnología,EE.UU.,Femenino,41,111696.09
22,Licenciatura,3,Salud,Latinoamérica,Otro,44,35967.12
45,Licenciatura,23,Tecnología,EE.UU.,Femenino,39,145255.68
60,Máster,40,Salud,Asia,Femenino,43,109961.15
42,Licenciatura,18,Finanzas,EE.UU.,Masculino,35,146842.43
24,Licenciatura,3,Salud,Europa,Femenino,58,63332.42
51,Bachillerato,27,Manufactura,Europa,Otro,58,96667.54
33,Máster,10,Salud,EE.UU.,Otro,31,123975.74
46,Licenciatura,24,Salud,EE.UU.,Masculino,36,156448.77
44,Bachillerato,21,Tecnología,Europa,Otro,60,108006.9
29,Licenciatura,9,Educación,EE.UU.,Femenino,52,80961.34
43,Máster,18,Tecnología,Asia,Masculino,49,93981.5
65,Máster,41,Retail,EE.UU.,Masculino,48,150145.75
46,Máster,22,Manufactura,Europa,Masculino,38,92414.42
42,Bachillerato,17,Retail,Europa,Femenino,47,62354.09
54,Bachillerato,36,Tecnología,Asia,Femenino,47,95871.8
27,Licenciatura,8,Educación,Asia,Otro,33,39652.05
34,Licenciatura,11,Manufactura,EE.UU.,Otro,45,75721.91
48,Licenciatura,23,Tecnología,EE.UU.,Femenino,31,147825.17
23,Máster,2,Tecnología,EE.UU.,Femenino,30,110671.61
26,Doctorado,5,Educación,EE.UU.,Masculino,45,88563.92
49,Licenciatura,25,Educación,EE.UU.,Otro,50,95863.17
31,Licenciatura,11,Retail,Latinoamérica,Femenino,54,36085.76
46,Máster,23,Salud,Europa,Femenino,56,136433.23
56,Licenciatura,32,Tecnología,EE.UU.,Masculino,56,182891.6
46,Licenciatura,27,Educación,Latinoamérica,Masculino,52,49098.75
42,Bachillerato,23,Educación,Europa,Femenino,36,75948.14
57,Bachillerato,34,Tecnología,Latinoamérica,Otro,56,64435.15
59,Licenciatura,41,Finanzas,Europa,Masculino,50,203866.1
59,Máster,39,Tecnología,Latinoamérica,Femenino,50,100667.57
48,Licenciatura,23,Salud,Asia,Femenino,42,85241.15
37,Bachillerato,16,Manufactura,Latinoamérica,Femenino,49,36461.47
32,Máster,7,Manufactura,EE.UU.,Otro,40,81342.18
28,Licenciatura,8,Retail,Latinoamérica,Otro,36,31922.1
34,Licenciatura,14,Educación,Europa,Masculino,35,80463.54
40,Bachillerato,15,Salud,Latinoamérica,Masculino,43,40890.24
29,Licenciatura,4,Tecnología,Asia,Femenino,53,52528.1
64,Máster,45,Manufactura,Latinoamérica,Otro,59,79971.3
49,Bachillerato,31,Tecnología,Asia,Masculino,60,96582.82
36,Máster,11,Salud,EE.UU.,Femenino,43,112456.51
35,Licenciatura,16,Retail,Europa,Masculino,37,65769.1
27,Licenciatura,6,Finanzas,Latinoamérica,Otro,34,45059.5
28,Máster,5,Manufactura,Europa,Femenino,35,79526.09
54,Licenciatura,35,Finanzas,EE.UU.,Femenino,48,174999.09
22,Bachillerato,3,Retail,Latinoamérica,Otro,30,19929.78
36,Bachillerato,14,Educación,Europa,Otro,39,58825.61
42,Bachillerato,23,Manufactura,Asia,Otro,36,58811.12
59,Bachillerato,41,Manufactura,Europa,Femenino,60,104449.27
39,Licenciatura,18,Finanzas,Latinoamérica,Masculino,52,66574.59
26,Licenciatura,8,Tecnología,Asia,Otro,58,67241.3
56,Licenciatura,34,Salud,EE.UU.,Femenino,30,143001.0
42,Licenciatura,22,Educación,EE.UU.,Otro,43,108142.14
28,Bachillerato,6,Manufactura,Europa,Otro,52,44708.33
49,Máster,31,Salud,Latinoamérica,Otro,40,92474.4
48,Licenciatura,28,Finanzas,Asia,Femenino,30,94136.68
53,Licenciatura,32,Tecnología,Europa,Masculino,54,133987.77
55,Licenciatura,37,Tecnología,Latinoamérica,Masculino,43,88539.64
37,Máster,12,Manufactura,Asia,Femenino,39,69520.7
34,Bachillerato,10,Retail,Asia,Masculino,40,29035.93
49,Licenciatura,31,Manufactura,Asia,Masculino,34,81006.79
54,Licenciatura,30,Retail,EE.UU.,Femenino,40,103009.42
26,Licenciatura,6,Retail,EE.UU.,Otro,50,60140.7
48,Licenciatura,30,Retail,Asia,Otro,32,64530.38
56,Máster,36,Tecnología,Europa,Otro,52,178732.67
26,Licenciatura,5,Retail,Europa,Otro,30,44554.77
25,Máster,6,Manufactura,Europa,Otro,41,77270.56
31,Máster,8,Educación,EE.UU.,Masculino,35,95129.66
48,Máster,25,Manufactura,Asia,Otro,32,75965.19
57,Licenciatura,32,Manufactura,Asia,Masculino,45,67998.71
62,Máster,44,Finanzas,Latinoamérica,Femenino,40,116890.58
23,Licenciatura,0,Tecnología,EE.UU.,Femenino,36,73399.99
62,Licenciatura,42,Salud,Latinoamérica,Masculino,59,76439.64
41,Máster,23,Salud,Europa,Otro,38,136071.75
53,Licenciatura,31,Manufactura,Asia,Otro,51,73561.49
30,Licenciatura,12,Retail,EE.UU.,Masculino,49,72121.34
46,Máster,28,Educación,Asia,Masculino,44,77024.31
50,Licenciatura,26,Tecnología,Latinoamérica,Otro,56,76114.2
27,Licenciatura,3,Retail,Asia,Femenino,55,28532.5
62,Bachillerato,42,Salud,Asia,Femenino,49,111561.78
27,Doctorado,5,Manufactura,Europa,Masculino,34,95799.25
64,Licenciatura,45,Manufactura,Europa,Masculino,46,157338.77
42,Máster,21,Retail,Asia,Masculino,50,60810.62
41,Doctorado,19,Retail,Latinoamérica,Femenino,56,55750.76
54,Máster,34,Manufactura,Asia,Masculino,33,87683.05
25,Licenciatura,3,Salud,EE.UU.,Otro,58,91588.9
27,Bachillerato,6,Tecnología,Europa,Otro,60,68016.15
24,Licenciatura,6,Salud,EE.UU.,Masculino,59,99617.89
55,Licenciatura,37,Salud,EE.UU.,Femenino,42,164249.38
28,Bachillerato,9,Salud,EE.UU.,Otro,34,77864.63
23,Licenciatura,4,Tecnología,EE.UU.,Femenino,33,80545.11
43,Máster,18,Manufactura,Latinoamérica,Otro,54,53991.76
48,Doctorado,24,Tecnología,Asia,Masculino,44,111630.25
24,Licenciatura,5,Retail,Europa,Femenino,43,45285.69
54,Máster,32,Manufactura,EE.UU.,Otro,52,167199.05
26,Licenciatura,1,Salud,EE.UU.,Masculino,37,83857.57
56,Licenciatura,32,Tecnología,Europa,Otro,33,142576.99
35,Licenciatura,10,Salud,Latinoamérica,Femenino,39,39445.63
65,Bachillerato,42,Retail,Latinoamérica,Femenino,50,45629.46
30,Licenciatura,11,Tecnología,Europa,Femenino,31,99948.07
48,Licenciatura,25,Retail,Latinoamérica,Otro,56,49292.53
42,Licenciatura,23,Finanzas,Asia,Otro,44,87056.93
42,Bachillerato,21,Educación,Latinoamérica,Femenino,36,36304.63
34,Máster,13,Tecnología,EE.UU.,Masculino,42,142626.64
57,Doctorado,35,Retail,Latinoamérica,Masculino,60,63365.23
65,Máster,40,Salud,Europa,Otro,31,171173.45
52,Licenciatura,33,Tecnología,Europa,Masculino,57,172047.98
44,Máster,24,Tecnología,EE.UU.,Femenino,39,175277.47
43,Bachillerato,18,Finanzas,Asia,Otro,39,68220.29
40,Máster,17,Educación,Latinoamérica,Femenino,45,49545.43
52,Bachillerato,31,Retail,Latinoamérica,Femenino,31,42761.26
24,Licenciatura,5,Tecnología,Asia,Femenino,37,52936.19
33,Licenciatura,10,Educación,Asia,Otro,56,42783.53
22,Doctorado,0,Educación,Europa,Otro,52,76868.32
31,Doctorado,13,Manufactura,EE.UU.,Femenino,45,126817.97
48,Máster,28,Finanzas,Europa,Otro,44,178045.92
52,Máster,29,Retail,Asia,Otro,54,66789.35
28,Licenciatura,3,Manufactura,Europa,Femenino,30,54025.61
35,Bachillerato,13,Educación,EE.UU.,Otro,45,67345.64
41,Bachillerato,16,Retail,Europa,Otro,57,55708.86
23,Bachillerato,0,Finanzas,EE.UU.,Masculino,53,56555.45
38,Máster,18,Salud,Asia,Otro,44,88187.08
65,Doctorado,47,Finanzas,Europa,Otro,52,267025.11
43,Licenciatura,20,Retail,EE.UU.,Masculino,33,76021.91
35,Máster,12,Salud,Europa,Masculino,47,115922.06
28,Máster,9,Retail,Latinoamérica,Otro,58,33416.07
58,Licenciatura,37,Manufactura,Asia,Otro,46,79992.8
49,Licenciatura,31,Manufactura,Asia,Otro,43,74225.11
42,Bachillerato,22,Tecnología,Asia,Femenino,55,69157.6
54,Máster,30,Finanzas,Latinoamérica,Otro,47,105010.07
24,Licenciatura,3,Retail,Europa,Femenino,55,41901.0
58,Bachillerato,33,Manufactura,Latinoamérica,Femenino,34,62084.72
28,Máster,6,Manufactura,Europa,Otro,60,72542.53
49,Máster,25,Tecnología,Europa,Femenino,40,147469.64
57,Licenciatura,32,Retail,Europa,Otro,38,90194.61
58,Licenciatura,37,Retail,EE.UU.,Femenino,30,106927.81
34,Licenciatura,16,Finanzas,Asia,Masculino,53,76107.84
43,Máster,24,Finanzas,Europa,Femenino,41,137393.51
40,Licenciatura,19,Manufactura,Latinoamérica,Otro,42,54555.48
32,Licenciatura,7,Retail,Europa,Masculino,42,59952.01
52,Doctorado,31,Retail,Europa,Otro,43,126921.92
60,Máster,39,Tecnología,Asia,Otro,55,138676.12
65,Licenciatura,43,Salud,EE.UU.,Femenino,38,197875.71
41,Doctorado,21,Finanzas,Latinoamérica,Masculino,50,90758.66
31,Bachillerato,7,Tecnología,Latinoamérica,Masculino,50,39669.11
47,Licenciatura,23,Educación,Latinoamérica,Otro,55,49859.7
29,Máster,11,Retail,Latinoamérica,Otro,59,37514.09
65,Doctorado,45,Salud,Latinoamérica,Masculino,59,118599.05
35,Bachillerato,14,Salud,Asia,Femenino,43,48767.06
27,Licenciatura,6,Manufactura,Latinoamérica,Masculino,41,38800.12
51,Licenciatura,30,Manufactura,Europa,Femenino,36,125498.06
30,Doctorado,8,Salud,EE.UU.,Masculino,35,129206.58
35,Bachillerato,13,Finanzas,EE.UU.,Otro,48,93925.43
22,Licenciatura,0,Salud,Asia,Otro,36,39454.21
25,Licenciatura,5,Finanzas,EE.UU.,Femenino,32,101412.57
35,Licenciatura,13,Salud,Europa,Femenino,38,99725.09
53,Máster,29,Educación,Latinoamérica,Femenino,47,67617.62
32,Licenciatura,9,Retail,Latinoamérica,Otro,48,29613.87
51,Licenciatura,33,Tecnología,Latinoamérica,Femenino,55,73958.39
59,Licenciatura,40,Finanzas,EE.UU.,Femenino,58,200456.34
41,Licenciatura,21,Manufactura,Latinoamérica,Otro,59,44284.63
55,Máster,33,Educación,EE.UU.,Femenino,40,116448.4
52,Licenciatura,34,Retail,Latinoamérica,Otro,32,51008.37
46,Licenciatura,21,Tecnología,Asia,Femenino,58,94862.43
26,Máster,1,Tecnología,Latinoamérica,Femenino,57,42447.84
47,Licenciatura,24,Educación,Latinoamérica,Femenino,37,51093.58
34,Máster,11,Manufactura,Europa,Masculino,42,87224.73
48,Doctorado,27,Educación,Latinoamérica,Masculino,57,71996.58
33,Licenciatura,13,Manufactura,EE.UU.,Femenino,55,98366.44
26,Licenciatura,2,Salud,EE.UU.,Masculino,56,72362.57
64,Licenciatura,40,Salud,Europa,Femenino,39,162934.64
43,Máster,21,Retail,EE.UU.,Femenino,55,109529.29
23,Máster,0,Tecnología,EE.UU.,Masculino,53,100062.91
30,Máster,10,Salud,Asia,Femenino,59,65205.47
58,Máster,40,Retail,Asia,Femenino,38,85093.51
39,Licenciatura,20,Educación,Asia,Otro,36,58554.18
48,Doctorado,28,Salud,Latinoamérica,Masculino,38,79886.75
52,Licenciatura,33,Educación,Europa,Otro,51,110886.04
43,Máster,25,Salud,Latinoamérica,Masculino,33,71842.19
40,Licenciatura,18,Retail,EE.UU.,Femenino,53,87551.3
33,Licenciatura,9,Educación,Latinoamérica,Otro,57,31061.82
48,Licenciatura,30,Manufactura,Asia,Masculino,59,74315.27
25,Licenciatura,0,Salud,Latinoamérica,Otro,55,29378.0
24,Máster,6,Finanzas,Latinoamérica,Masculino,36,64691.76
35,Licenciatura,12,Salud,Asia,Otro,39,71616.41
41,Licenciatura,18,Manufactura,EE.UU.,Otro,52,94800.32
57,Máster,34,Retail,Asia,Otro,44,70269.26
30,Licenciatura,7,Retail,Latinoamérica,Otro,46,25826.64
23,Bachillerato,0,Manufactura,Asia,Otro,51,28040.89
33,Licenciatura,9,Educación,EE.UU.,Masculino,32,66799.86
28,Licenciatura,8,Retail,Latinoamérica,Masculino,49,27618.91
61,Máster,42,Salud,Latinoamérica,Otro,43,105312.58
33,Bachillerato,8,Manufactura,Europa,Otro,32,55186.46
54,Máster,32,Finanzas,Europa,Femenino,58,166797.89
63,Bachillerato,42,Retail,Europa,Femenino,59,105755.74
22,Licenciatura,2,Retail,EE.UU.,Otro,35,47108.05
65,Bachillerato,47,Salud,EE.UU.,Masculino,52,173229.88
39,Licenciatura,17,Tecnología,Latinoamérica,Femenino,37,56318.72
33,Máster,13,Finanzas,EE.UU.,Femenino,38,157237.43
46,Licenciatura,27,Educación,Latinoamérica,Otro,41,50135.41
58,Doctorado,34,Educación,EE.UU.,Femenino,47,166434.66
44,Licenciatura,23,Salud,Latinoamérica,Otro,49,61685.06
39,Licenciatura,19,Manufactura,Latinoamérica,Otro,40,51203.87
40,Licenciatura,15,Manufactura,EE.UU.,Masculino,52,93388.86
50,Licenciatura,31,Tecnología,Europa,Masculino,53,138020.46
46,Bachillerato,26,Educación,Latinoamérica,Masculino,51,47651.09
61,Licenciatura,38,Manufactura,EE.UU.,Femenino,41,159445.92
53,Doctorado,35,Salud,EE.UU.,Masculino,47,207719.49
34,Licenciatura,9,Manufactura,Asia,Femenino,51,54995.94
32,Licenciatura,14,Finanzas,Asia,Masculino,56,85131.45
22,Doctorado,0,Finanzas,Europa,Otro,51,107389.67
30,Máster,6,Finanzas,Latinoamérica,Femenino,48,51293.65
30,Doctorado,11,Finanzas,EE.UU.,Masculino,41,147848.45
60,Bachillerato,40,Tecnología,Latinoamérica,Otro,43,83663.01
25,Máster,4,Retail,Asia,Otro,52,44117.76
23,Licenciatura,5,Tecnología,EE.UU.,Masculino,32,98077.16
38,Licenciatura,16,Retail,Europa,Masculino,44,58120.11
51,Licenciatura,29,Tecnología,Latinoamérica,Masculino,30,82813.49
51,Licenciatura,27,Finanzas,EE.UU.,Otro,50,152682.48
41,Bachillerato,23,Retail,Asia,Femenino,47,41768.45
53,Máster,31,Educación,Latinoamérica,Femenino,32,65433.98
24,Máster,2,Tecnología,EE.UU.,Masculino,54,90963.64
23,Máster,4,Manufactura,Asia,Femenino,57,45985.14
45,Licenciatura,23,Retail,Asia,Otro,40,53725.67
27,Doctorado,4,Manufactura,Latinoamérica,Masculino,55,51352.41
32,Licenciatura,9,Tecnología,Europa,Otro,44,87193.51
51,Máster,30,Tecnología,EE.UU.,Masculino,31,172997.84
62,Licenciatura,39,Tecnología,Latinoamérica,Otro,42,78953.15
45,Máster,23,Tecnología,Asia,Femenino,36,106593.71
58,Licenciatura,39,Tecnología,Asia,Femenino,38,131245.3
46,Doctorado,22,Tecnología,EE.UU.,Masculino,38,179907.72
65,Licenciatura,40,Manufactura,EE.UU.,Otro,35,150727.12
34,Licenciatura,9,Finanzas,EE.UU.,Masculino,54,106581.78
46,Licenciatura,28,Educación,Asia,Otro,60,60826.45
33,Licenciatura,10,Manufactura,EE.UU.,Femenino,55,73129.16
29,Licenciatura,10,Educación,EE.UU.,Femenino,38,79445.21
31,Bachillerato,12,Salud,Asia,Otro,50,55499.0
51,Licenciatura,33,Manufactura,Asia,Otro,37,89192.36
